Name,Genre,Year,Score,Director,Actor,Country,Duration,Link,ImageLink,Description
Amelie,Romance,2001,8.3,Jean-Pierre Jeunet,Audrey Tautou,France,122,https://www.imdb.com/title/tt0211915/,https://imdb-api.com/images/original/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_Ratio0.6751_AL_.jpg,"Amelie is a story about a girl named Amélie whose childhood was suppressed by her Father's mistaken concerns of a heart defect. With these concerns Amelie gets hardly any real-life contact with other people. This leads Amélie to resort to her own fantastical world and dreams of love and beauty. She later on becomes a young woman and moves to the central part of Paris as a waitress. After finding a lost treasure belonging to the former occupant of her apartment, she decides to return it to him. After seeing his reaction and his new found perspective - she decides to devote her life to the people around her. Such as, her father who is obsessed with his garden-gnome, a failed writer, a hypochondriac, a man who stalks his ex girlfriends, the ghost"
Moulin Rouge!,Drama,2001,7.6,Baz Luhrmann,Nicole Kidman,Australia,127,https://www.imdb.com/title/tt0203009/,https://imdb-api.com/images/original/MV5BMWFhYjliNjYtYjNhNS00OGExLWFhMjQtNDgwOWYyNWJiYzhmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6751_AL_.jpg,"The year is 1899, and Christian, a young English writer, has come to Paris to follow the Bohemian revolution taking hold of the city's drug and prostitute infested underworld. And nowhere is the thrill of the underworld more alive than at the Moulin Rouge, a night club where the rich and poor men alike come to be entertained by the dancers, but things take a wicked turn for Christian as he starts a deadly love affair with the star courtesan of the club, Satine. But her affections are also coveted by the club's patron: the Duke. A dangerous love triangle ensues as Satine and Christian attempt to fight all odds to stay together but a force that not even love can conquer is taking its toll on Satine..."
The Others,Horror,2001,7.6,Alejandro Amenabar,Nicole Kidman,Spain,104,https://www.imdb.com/title/tt0230600/,https://m.media-amazon.com/images/M/MV5BMTAxMDE4Mzc3ODNeQTJeQWpwZ15BbWU4MDY2Mjg4MDcx._V1_FMjpg_UX1022_.jpg,"A woman named Grace retires with her two children to a mansion on Jersey, towards the end of the Second World War, where she's waiting for her husband to come back from battle. The children have a disease which means they cannot be touched by direct sunlight without being hurt in some way. They will live alone there with oppressive, strange and almost religious rules, until she needs to hire a group of servants for them. Their arrival will accidentally begin to break the rules with unexpected consequences."
Enemy at the Gates,Drama,2001,7.6,Jean-Jacques Annaud,Jude Law,Ireland,131,https://www.imdb.com/title/tt0215750/,https://imdb-api.com/images/original/MV5BYWFlY2E3ODQtZWNiNi00ZGU4LTkzNWEtZTQ2ZTViMWRhYjIzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_Ratio0.6751_AL_.jpg,"In World War II, the fall of Stalingrad will mean the collapse of the whole country. The Germans and Russians are fighting over every block, leaving only ruins behind. The Russian sniper Vassili Zaitsev stalks the Germans, taking them out one by one, thus hurting the morale of the German troops. The political officer Danilov leads him on, publishing his efforts to give his countrymen some hope. But Vassili eventually starts to feel that he can not live up to the expectations on him. He and Danilov fall in love with the same girl, Tanya, a female soldier. From Germany comes the master sniper König to put an end to the extraordinary skilled Russian sniper."
The Piano Teacher,Drama,2001,7.5,Michael Haneke,Isabelle Huppert,France,131,https://www.imdb.com/title/tt0254686/,https://imdb-api.com/images/original/MV5BZDBkYjYxYjUtMTdmMS00MDJhLWEyNzktYzg2OWY5NWY0Y2QyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_Ratio0.6751_AL_.jpg,"Erika Kohut is a pianist, teaching music. Schubert and Schumann are her forte, but she's not quite at concert level. She's approaching middle age, living with her mother who is domineering then submissive; Erika is a victim then combative. With her students she is severe. She visits a sex shop to watch DVDs; she walks a drive-in theater to stare at couples having sex. Walter is a self-assured student with some musical talent; he auditions for her class and is forthright in his attraction to her. She responds coldly then demands he let her lead. Next she changes the game with a letter, inviting him into her fantasies. How will he respond; how does sex have power over our other faculties?"
Hidden,Drama,2005,7.3,Michael Haneke,Daniel Auteuil,France,117,https://www.imdb.com/title/tt0387898/,https://imdb-api.com/images/original/MV5BYTAxZTU0Y2MtOWY2Mi00YWVmLWJkMTctMjg2YjVjOGI1OGZmXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_Ratio0.6751_AL_.jpg,"Set in France, Georges is a TV Literary Reviewer and lives in a small yet modern town house with his wife Ann, a publisher and his young son Pierrot. They begin to receive video tapes through the post of their house and family, along side obscure child-like drawings. They visit the police with hope of aid to find the stalker, but as there is no direct threat, they refuse to help. As the tapes become more personal, Georges takes it upon himself to figure out who is putting through his family through such horror. A true Michael Haneke Classic."
Bewitched,Comedy,2005,4.8,Nora Ephron,Nicole Kidman,United States,102,https://www.imdb.com/title/tt0374536/,https://imdb-api.com/images/original/MV5BNmNmYzJhODQtZWEyMS00NzUyLWFmYTAtZjYzMDNlNWU3NzVjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_Ratio0.6751_AL_.jpg,"Out in California's San Fernando Valley, Isabel is trying to reinvent herself. A naive, good-natured witch, she is determined to disavow her supernatural powers and lead a normal life. At the same time, across town, Jack Wyatt, a tall, charming actor is trying to get his career back on track. He sets his sights on an updated version of the beloved situation comedy Bewitched (1964), re-conceived as a starring vehicle for him in the role of the mere-mortal Darrin. Fate steps in when Jack accidentally runs into Isabel. He is immediately attracted to her and her nose, which bears an uncanny resemblance to the nose of Elizabeth Montgomery, who played Samantha on Bewitched (1964). He becomes convinced she could play Samantha in his new series. Isabel is also taken with Jack, seeing him as the quintessential mortal man with whom she can settle down and lead the normal life she so desires. It turns out they're both right, but in ways neither of them ever imagined."
Adam's Apples,Comedy,2005,7.8,Anders Thomas Jensen,Ulrich Thomsen,Denmark,94,https://www.imdb.com/title/tt0418455/,https://imdb-api.com/images/original/MV5BMTU4NTc5NjM5M15BMl5BanBnXkFtZTgwODEyMTE0MDE@._V1_Ratio0.6751_AL_.jpg,"Ivan is a priest in a rural church known for the apples that grow on a large tree in front. He's odd: seeing the world through rose-colored glasses, in denial about personal facts, and convinced he's at war with Satan. The rectory is a halfway house for recently-paroled convicts. Adam arrives for 12 weeks, a large, tough neo-Nazi, first baffled by Ivan's thick-headed optimism, then angry. He vows to break Ivan's faith. Meanwhile, in exasperation at Ivan's insistence, Adam sets a personal goal: to bake an apple pie. All goes awry for the tree: crows, worms, lightning. The Book of Job gives Adam perverse insight, and his hooligan mates provide the resolution."
"Good Night, and Good Luck.",Biography,2005,7.4,George Clooney,David Strathairn,United States,93,https://www.imdb.com/title/tt0433383/,https://imdb-api.com/images/original/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_Ratio0.6751_AL_.jpg,"In the early 1950's, the threat of Communism created an air of paranoia in the United States and exploiting those fears was Senator Joseph McCarthy of Wisconsin. However, CBS reporter Edward R. Murrow and his producer Fred W. Friendly decided to take a stand and challenge McCarthy and expose him for the fear monger he was. However, their actions took a great personal toll on both men, but they stood by their convictions and helped to bring down one of the most controversial senators in American history."
Like Stars on Earth,Drama,2007,8.4,Aamir Khan,Darsheel Safary,India,165,https://www.imdb.com/title/tt0986264/,https://imdb-api.com/images/original/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6751_AL_.jpg,"Ishaan Awasthi is an eight-year-old child whose 'world' is filled with wonders that no one else seems to appretiate are just not important in the 'world' of adults, who are much more interested in things like homework, marks and neatness. And Ishaan just cannot seem to get anything right in class. When he gets into far more trouble than his parents can handle, he is packed off to a boarding school to 'be disciplined'. Things are no different at his new school, and Ishaan has to contend with the added trauma of separation from his family. One day a new art teacher bursts onto the scene, Ram Shankar Nikumbh, who infects the students with joy and optimism. He breaks all the rules of 'how things are done' by asking them to think, dream and imagine, and all the children respond with enthusiasm, all except Ishaan. Nikumbh soon realizes that Ishaan is very unhappy, and he sets out to discover why. With time, patience and care, he ultimately helps Ishaan find himself."
I'm Not There,Biography,2007,6.9,Todd Haynes,Christian Bale,Germany,135,https://www.imdb.com/title/tt0368794/,https://imdb-api.com/images/original/MV5BMTY4MzM2MjcwNV5BMl5BanBnXkFtZTcwODg3MDU1MQ@@._V1_Ratio0.6751_AL_.jpg,"Six incarnations of Bob Dylan: an actor, a folk singer, an electrified troubadour, Rimbaud, Billy the Kid, and Woody Guthrie. Put Dylan's music behind their adventures, soliloquies, interviews, marriage, and infidelity. Recreate 1960s documentaries in black and white. Put each at a crossroads, the artist becoming someone else. Jack, the son of Ramblin' Jack Elliott, finds Jesus; handsome Robbie falls in love then abandons Claire. Woody, a lad escaped from foster care, hobos the U.S. singing; Billy awakes in a valley threatened by a six-lane highway; Rimbaud talks. Jude, booed at Newport when he goes electric, fences with reporters, pundits, and fans. He won't be classified."
La Vie En Rose,Biography,2007,7.6,Olivier Dahan,Marion Cotillard,France,140,https://www.imdb.com/title/tt0450188/,https://imdb-api.com/images/original/MV5BOTBmZDZkNWYtODIzYi00N2Y4LWFjMmMtNmM1OGYyNGVhYzUzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_Ratio0.6751_AL_.jpg,"An un-chronological look at the life of the Little Sparrow, Edith Piaf (1915-1963). Her mother is an alcoholic street singer, her father a circus performer, her paternal grandmother a madam. During childhood she lives with each of them. At 20, she's a street singer discovered by a club owner who's soon murdered, coached by a musician who brings her to concert halls, and then quickly famous. Constant companions are alcohol and heartache. The tragedies of her love affair with Marcel Cerdan and the death of her only child belie the words of one of her signature songs, 'Non, je ne regrette rien.' The back and forth nature of the narrative suggests the patterns of memory and association."
3 Idiots,Comedy,2009,8.4,Rajkumar Hirani,Aamir Khan,India,170,https://www.imdb.com/title/tt1187043/,https://imdb-api.com/images/original/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_Ratio0.6751_AL_.jpg,"Farhan Qureshi and Raju Rastogi want to re-unite with their fellow collegian, Rancho, after faking a stroke aboard an Air India plane, and excusing himself from his wife - trouser less - respectively. Enroute, they encounter another student, Chatur Ramalingam, now a successful businessman, who reminds them of a bet they had undertaken 10 years ago. The trio, while recollecting hilarious antics, including their run-ins with the Dean of Delhi's Imperial College of Engineering, Viru Sahastrabudhe, race to locate Rancho, at his last known address - little knowing the secret that was kept from them all this time."
Antichrist,Drama,2009,6.6,Lars von Trier,Willem Dafoe,Denmark,108,https://www.imdb.com/title/tt0870984/,https://imdb-api.com/images/original/MV5BMjE3MjQ2ODc1N15BMl5BanBnXkFtZTcwNjYyMzI5Mg@@._V1_Ratio0.6751_AL_.jpg,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
Friday the 13th,Horror,2009,5.5,Marcus Nispel,Jared Padalecki,United States,97,https://www.imdb.com/title/tt0758746/,https://imdb-api.com/images/original/MV5BMTQ5ODI5NTMzN15BMl5BanBnXkFtZTcwNzY4MTYxMg@@._V1_Ratio0.6751_AL_.jpg,"A group of young adults set up tent near the abandoned summer camp where a series of gruesome murders are said to have taken place back in 1980. The perpetrator was a grieving mother, driven insane by the drowning of her child, Jason, whom she believed was neglected by the camp counselors. As legend has it, the last survivor of the attacks beheaded the woman. But then Jason came back, and now he is a vengeful and inexorable killer, wielding crossbows, swords, axes and other sharp instruments. The legend proves horribly true, as these campers quickly discover. Six weeks later, the brother of one of those campers distributes posters of his missing sister. The police believe she took off with her boyfriend; but he knows better. The brother crosses paths with an uptight young rich guy who is having his girlfriend and friends over at his parents' cabin. The brother ends up at the cabin himself just before his sister's attacker sets upon them all."
The Princess and the Frog,Animation,2009,7.1,Ron Clements,Anika Noni Rose,United States,97,https://www.imdb.com/title/tt0780521/,https://imdb-api.com/images/original/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_Ratio0.6751_AL_.jpg,"A modern day retelling of the classic story The Frog Prince. The Princess and the Frog finds the lives of arrogant, carefree Prince Naveen and hardworking waitress Tiana crossing paths. Prince Naveen is transformed into a frog by a conniving voodoo magician and Tiana, following suit, upon kissing the amphibian royalty. With the help of a trumpet-playing alligator, a Cajun firefly, and an old blind lady who lives in a boat in a tree, Naveen and Tiana must race to break the spell and fulfill their dreams."
